中型车流量,数据时间,大车流量,平均车速,监测点id,微型车流量,长车流量,车头距,id,车流量,平均占道率,轻型车流量
1383,"	2023-04-03 00:00:00",1181,"8.8E+001",1001,9782,1191,0,23328,12298,"7.7999999999999998E+000",9734
14,"	2022-11-17 00:00:00",3,"4.4700000000000003E+001",1001,262,3,0,22951,279,5.9999999999999998E-001,262
1190,"	2023-04-05 00:00:00",1168,"8.7099999999999994E+001",1001,8818,1168,0,23348,11176,"8.5999999999999996E+000",8818
1482,"	2023-04-06 00:00:00",1785,"7.05E+001",1001,9885,1789,0,23349,13134,"8.4000000000000004E+000",9867
1630,"	2023-04-07 00:00:00",2045,"8.8900000000000006E+001",1001,9840,2052,0,23350,13492,"9.0E+000",9817
53,"	2022-11-16 00:00:00",23,"7.5700000000000003E+001",1001,945,23,0,22950,1021,"1.5E+000",945
492,"	2021-01-11 00:00:00",0,"1.0340000000000001E+002",1001,5956,377,0,20581,6825,"3.5E+000",0
539,"	2023-04-10 00:00:00",506,"7.8599999999999994E+001",1001,4422,506,0,23368,5457,"7.0E+000",4412
823,"	2023-04-11 00:00:00",818,"8.0E+001",1001,6693,819,0,23387,8324,"6.2999999999999998E+000",6683
49,"	2022-11-15 00:00:00",13,"7.3E+001",1001,670,13,0,22949,732,9.0000000000000002E-001,670
65,"	2022-11-14 00:00:00",21,"7.1700000000000003E+001",1001,769,21,0,22948,855,"1.3999999999999999E+000",769
736,"	2023-04-13 00:00:00",639,"8.9599999999999994E+001",1001,5928,640,0,23427,7284,"5.5E+000",5909
828,"	2023-04-14 00:00:00",660,"8.5299999999999997E+001",1001,6682,662,0,23428,8159,"6.0999999999999996E+000",6671
644,"	2021-01-10 00:00:00",0,"8.4799999999999997E+001",1001,5952,472,0,20561,7068,"4.9000000000000004E+000",0
34,"	2022-11-13 00:00:00",11,"6.5599999999999994E+001",1001,504,11,0,22947,549,"1.2E+000",504
643,"	2023-04-17 00:00:00",586,"8.5099999999999994E+001",1001,5984,586,0,23468,7213,"4.7999999999999998E+000",5984
532,"	2023-04-18 00:00:00",375,"9.4599999999999994E+001",1001,4965,375,0,23487,5872,"4.0E+000",4965
11,"	2022-11-12 00:00:00",4,"6.2299999999999997E+001",1001,155,4,0,22933,170,9.0000000000000002E-001,155
214,"	2023-04-20 00:00:00",132,"7.5E+001",1001,2397,132,0,23527,2730,"2.6000000000000001E+000",2384
146,"	2023-04-21 00:00:00",88,"8.8200000000000003E+001",1001,1294,88,0,23528,1521,"2.2999999999999998E+000",1287
228,"	2023-04-22 00:00:00",110,"9.3099999999999994E+001",1001,2076,110,0,23547,2414,"2.1000000000000001E+000",2076
275,"	2021-01-09 00:00:00",0,"9.8299999999999997E+001",1001,3092,183,0,20543,3550,"2.7000000000000002E+000",0
34,"	2022-11-11 00:00:00",12,"7.7E+001",1001,556,12,0,22932,602,"1.1000000000000001E+000",556
36,"	2022-11-10 00:00:00",17,"6.3799999999999997E+001",1001,632,17,0,22931,685,"1.0E+000",632
8,"	2021-01-07 00:00:00",0,"1.0940000000000001E+002",1001,99,7,0,20542,114,"2.2000000000000002E+000",0
54,"	2022-11-09 00:00:00",14,"6.5099999999999994E+001",1001,597,14,0,22930,665,"1.3999999999999999E+000",597
123,"	2023-04-28 00:00:00",51,"8.9900000000000006E+001",1001,1546,51,0,23607,1719,"2.1000000000000001E+000",1545
72,"	2022-11-08 00:00:00",22,"8.55E+001",1001,754,22,0,22929,848,"1.8E+000",754
92,"	2023-04-29 00:00:00",30,"8.0299999999999997E+001",1001,969,30,0,23627,1091,"1.6000000000000001E+000",969
182,"	2021-01-08 00:00:00",0,"1.1159999999999999E+002",1001,3035,149,0,20541,3366,"1.6000000000000001E+000",0
973,"	2017-03-27 00:00:00",559,"3.2600000000000001E+001",1001,4690,1490,0,1641,8533,"8.0999999999999996E+000",821
67,"	2023-05-02 00:00:00",23,"8.8200000000000003E+001",1001,989,23,0,23687,1079,"1.3999999999999999E+000",989
102,"	2023-05-03 00:00:00",31,"8.2700000000000003E+001",1001,1137,31,0,23707,1267,"1.3999999999999999E+000",1134
58,"	2022-11-07 00:00:00",39,"8.3E+001",1001,679,39,0,22928,776,"1.8E+000",679
70,"	2023-05-05 00:00:00",28,"9.9799999999999997E+001",1001,807,28,0,23727,905,"1.3999999999999999E+000",807
25,"	2023-05-06 00:00:00",13,"1.015E+002",1001,398,13,0,23747,436,6.9999999999999996E-001,398
38,"	2023-05-07 00:00:00",16,"9.3299999999999997E+001",1001,543,16,0,23767,598,"1.5E+000",544
69,"	2022-11-06 00:00:00",25,"8.15E+001",1001,851,25,0,22927,945,"1.8E+000",851
77,"	2021-01-06 00:00:00",0,"7.6799999999999997E+001",1001,810,48,0,20529,935,"2.0E+000",0
326,"	2023-05-10 00:00:00",162,"8.8E+001",1001,2574,162,0,23788,3062,"3.2000000000000002E+000",2574
44,"	2023-05-11 00:00:00",14,"8.1799999999999997E+001",1001,473,14,0,23789,531,"1.3E+000",473
337,"	2020-12-24 00:00:00",0,"9.1299999999999997E+001",1001,3248,198,0,20441,3783,"2.8999999999999999E+000",0
159,"	2022-10-10 00:00:00",101,"9.7099999999999994E+001",1001,2262,101,0,22688,2522,"1.8E+000",2262
0,"	2023-10-10 00:00:00",0,0,1001,0,0,0,23939,0,0,0
0,"	2023-10-11 00:00:00",0,0,1001,0,0,0,23940,0,0,0
108,"	2022-10-09 00:00:00",58,"7.3099999999999994E+001",1001,2214,93,0,22687,1363,"1.8999999999999999E+000",1197
0,"	2023-10-13 00:00:00",0,0,1001,0,0,0,23942,0,0,0
0,"	2023-10-14 00:00:00",0,0,1001,0,0,0,23943,0,0,0
0,"	2023-10-15 00:00:00",0,0,1001,0,0,0,23944,0,0,0
233,"	2020-12-23 00:00:00",0,"7.6700000000000003E+001",1001,2272,150,0,20424,2655,"3.2000000000000002E+000",0
138,"	2022-10-08 00:00:00",0,"8.2599999999999994E+001",1001,1721,74,0,22673,1933,"2.2000000000000002E+000",0
628,"	2023-11-24 00:00:00",1231,"6.15E+001",1001,4609,904,0,23967,7044,"2.0399999999999999E+001",5185
2252,"	2023-11-25 00:00:00",5442,"4.1E+001",1001,19494,4057,0,23968,29322,"2.8899999999999999E+001",21628
57,"	2022-10-07 00:00:00",0,"7.75E+001",1001,919,20,0,22672,996,"1.3999999999999999E+000",0
1085,"	2023-12-17 00:00:00",2075,"7.0299999999999997E+001",1001,8429,1690,0,23987,11498,"1.9600000000000001E+001",8338
4265,"	2023-12-18 00:00:00",8295,"7.0099999999999994E+001",1001,28877,5917,0,23988,45227,"2.0E+001",32667
4951,"	2023-12-19 00:00:00",9222,"7.5299999999999997E+001",1001,30361,6548,0,23989,48699,"1.9600000000000001E+001",34526
236,"	2020-12-22 00:00:00",0,"8.4200000000000003E+001",1001,2286,154,0,20423,2676,"2.7999999999999998E+000",0
65,"	2022-10-06 00:00:00",0,"7.7599999999999994E+001",1001,897,27,0,22671,989,"1.6000000000000001E+000",0
4855,"	2023-12-22 00:00:00",10107,"6.5900000000000006E+001",1001,30462,7284,0,23992,49621,"2.2100000000000001E+001",34659
5004,"	2023-12-23 00:00:00",10181,"6.8E+001",1001,31802,7305,0,23993,51297,"2.2100000000000001E+001",36112
53,"	2022-10-05 00:00:00",0,"7.5400000000000006E+001",1001,896,14,0,22670,963,"1.3E+000",0
2919,"	2023-12-25 00:00:00",6299,"6.0899999999999999E+001",1001,19831,4617,0,23995,31690,"1.8100000000000001E+001",22472
1816,"	2023-12-26 00:00:00",4163,"5.5E+001",1001,13851,3135,0,23996,21432,"1.7800000000000001E+001",15453
366,"	2024-01-04 00:00:00",1051,"5.4700000000000003E+001",1001,15370,3501,0,24007,4902,"2.3199999999999999E+001",3485
397,"	2020-12-21 00:00:00",0,"9.6400000000000006E+001",1001,3994,243,0,20422,4634,"2.7999999999999998E+000",0
29,"	2022-10-04 00:00:00",0,"6.5E+001",1001,408,7,0,22669,444,6.9999999999999996E-001,0
14,"	2022-10-03 00:00:00",0,"7.7799999999999997E+001",1001,220,7,0,22668,241,8.0000000000000004E-001,0
413,"	2020-12-20 00:00:00",0,"1.028E+002",1001,4895,325,0,20421,5633,"2.7000000000000002E+000",0
14,"	2022-10-02 00:00:00",0,"6.9799999999999997E+001",1001,310,4,0,22667,328,6.9999999999999996E-001,0
2538,"	2024-01-09 00:00:00",5369,"6.1799999999999997E+001",1001,17182,4002,0,24012,27350,"1.6699999999999999E+001",19443
3154,"	2024-01-10 00:00:00",6611,"6.6299999999999997E+001",1001,20490,4785,0,24013,33062,"1.7600000000000001E+001",23297
2768,"	2024-01-11 00:00:00",5667,"6.6700000000000003E+001",1001,19166,4177,0,24014,29980,"1.75E+001",21545
16,"	2022-10-01 00:00:00",0,"5.9299999999999997E+001",1001,336,3,0,22647,355,9.0000000000000002E-001,0
3,"	2022-09-30 00:00:00",1,"7.6599999999999994E+001",1001,583,12,0,22627,92,"1.5E+000",88
1873,"	2024-01-14 00:00:00",4119,"5.9200000000000003E+001",1001,12671,3053,0,24017,20218,"1.45E+001",14226
2926,"	2024-01-15 00:00:00",6644,"5.4799999999999997E+001",1001,21138,5015,0,24018,32819,"2.1100000000000001E+001",23249
460,"	2020-12-19 00:00:00",0,"1.022E+002",1001,5007,301,0,20401,5768,"3.0E+000",0
2100,"	2024-01-17 00:00:00",5004,"5.65E+001",1001,15865,3794,0,24020,24979,"2.0100000000000001E+001",17875
2470,"	2024-01-18 00:00:00",5421,"6.0299999999999997E+001",1001,15996,4008,0,24021,26016,"1.7E+001",18125
2398,"	2024-01-19 00:00:00",5145,"6.6200000000000003E+001",1001,14574,3759,0,24022,24119,"1.56E+001",16576
44,"	2022-09-29 00:00:00",13,"8.3900000000000006E+001",1001,847,13,0,22607,904,"1.3999999999999999E+000",847
18,"	2022-09-28 00:00:00",6,"9.35E+001",1001,441,6,0,22590,465,9.0000000000000002E-001,441
711,"	2022-03-01 00:00:00",836,"9.0400000000000006E+001",1001,5329,836,0,22050,6876,"5.5999999999999996E+000",5329
680,"	2020-08-30 00:00:00",0,"2.45E+001",1001,9413,2049,0,19521,12142,"4.2399999999999999E+001",0
64,"	2018-03-29 00:00:00",50,"2.1E+001",1001,381,150,0,8421,720,"3.3999999999999999E+000",75
1352,"	2022-02-28 00:00:00",1772,"8.7900000000000006E+001",1001,9361,1772,0,22049,12485,"1.0E+001",9361
1538,"	2022-02-27 00:00:00",2270,"8.75E+001",1001,9581,2270,0,22048,13389,"9.6999999999999993E+000",9581
1130,"	2020-08-29 00:00:00",0,"3.4600000000000001E+001",1001,16727,3068,0,19504,20925,"4.1799999999999997E+001",0
885,"	2022-02-26 00:00:00",1063,"8.4799999999999997E+001",1001,6017,1063,0,22047,7965,"6.2999999999999998E+000",6017
60,"	2022-02-25 00:00:00",49,"8.3299999999999997E+001",1001,7039,1292,0,22046,545,"7.7000000000000002E+000",436
1188,"	2020-08-28 00:00:00",0,"3.9799999999999997E+001",1001,16171,3327,0,19503,20686,"3.7700000000000003E+001",0
50,"	2022-02-24 00:00:00",0,"7.7099999999999994E+001",1001,294,46,0,22045,390,"3.7999999999999998E+000",0
1213,"	2022-02-22 00:00:00",1522,"9.1299999999999997E+001",1001,7925,1522,0,22044,10660,"1.39E+001",7925
1441,"	2020-08-27 00:00:00",0,"3.8399999999999999E+001",1001,19432,3666,0,19502,24539,"3.9E+001",0
3277,"	2022-02-21 00:00:00",5343,"7.8E+001",1001,20851,5343,0,22043,29471,"2.1899999999999999E+001",20851
2806,"	2022-02-20 00:00:00",4666,"8.7099999999999994E+001",1001,17991,4666,0,22042,25463,"1.7399999999999999E+001",17991
2429,"	2020-08-26 00:00:00",0,"5.4600000000000001E+001",1001,30553,6194,0,19501,39176,"3.6700000000000003E+001",0
2366,"	2022-02-19 00:00:00",3475,"9.1299999999999997E+001",1001,16164,3489,0,22041,21937,"1.39E+001",16096
1607,"	2022-02-18 00:00:00",2263,"8.55E+001",1001,12166,2598,0,22040,14454,"1.3199999999999999E+001",10584
10,"	2018-04-13 00:00:00",4,"2.7E+001",1001,85,5,0,8721,109,2.9999999999999999E-001,5
2438,"	2020-08-25 00:00:00",0,"4.9799999999999997E+001",1001,31521,5812,0,19481,39771,"4.0899999999999999E+001",0
1851,"	2022-02-17 00:00:00",2539,"8.4E+001",1001,11817,2539,0,22039,16207,"1.24E+001",11817
1759,"	2022-02-16 00:00:00",2210,"9.2900000000000006E+001",1001,11708,2210,0,22038,15677,"1.0E+001",11708
2324,"	2020-08-24 00:00:00",0,"4.8600000000000001E+001",1001,32294,5656,0,19462,40274,"4.1E+001",0
1185,"	2022-02-15 00:00:00",1773,"8.2200000000000003E+001",1001,8621,1773,0,22037,11579,"1.1800000000000001E+001",8621
1498,"	2022-02-14 00:00:00",1837,"9.0700000000000003E+001",1001,10674,1837,0,22036,14009,"1.06E+001",10674
85,"	2018-04-20 00:00:00",53,"2.45E+001",1001,272,134,0,8861,623,"1.6000000000000001E+000",79
1625,"	2020-08-23 00:00:00",0,"4.7299999999999997E+001",1001,20784,4093,0,19461,26502,"3.35E+001",0
1623,"	2022-02-13 00:00:00",1780,"8.7099999999999994E+001",1001,11528,1780,0,22035,14931,"1.0300000000000001E+001",11528
1295,"	2022-02-12 00:00:00",1368,"8.6799999999999997E+001",1001,8623,1368,0,22034,11286,"8.0E+000",8623
764,"	2020-08-22 00:00:00",0,"2.8600000000000001E+001",1001,10306,2111,0,19441,13181,"3.4600000000000001E+001",0
189,"	2018-04-25 00:00:00",131,"6.3799999999999997E+001",1001,361,456,0,8961,1306,"6.2000000000000002E+000",169
1280,"	2022-02-11 00:00:00",1518,"8.6E+001",1001,9163,1518,0,22033,11961,"9.8000000000000007E+000",9163
1329,"	2022-02-10 00:00:00",1389,"8.5E+001",1001,9645,1389,0,22032,12363,"9.0E+000",9645
1011,"	2020-08-21 00:00:00",0,"3.1800000000000001E+001",1001,14117,2735,0,19425,17863,"3.3E+001",0
1842,"	2018-04-29 00:00:00",1721,"4.8E+001",1001,18868,5402,0,9041,29586,"2.0800000000000001E+001",1753
1660,"	2018-04-30 00:00:00",1621,"5.1E+001",1001,16472,4444,0,9061,25858,"1.8399999999999999E+001",1661
1591,"	2022-02-09 00:00:00",1407,"8.9599999999999994E+001",1001,11678,1407,0,22031,14676,"8.4000000000000004E+000",11678
1783,"	2022-02-08 00:00:00",1921,"8.5599999999999994E+001",1001,12387,1921,0,22030,16091,"1.06E+001",12387
835,"	2020-08-20 00:00:00",0,"3.3899999999999999E+001",1001,11539,2306,0,19424,14680,"3.1600000000000001E+001",0
1309,"	2022-02-07 00:00:00",1341,"8.9099999999999994E+001",1001,8475,1341,0,22029,11125,"8.5E+000",8475
1372,"	2022-02-06 00:00:00",1553,"8.2700000000000003E+001",1001,9066,1553,0,22028,11991,"1.0300000000000001E+001",9066
1624,"	2020-08-19 00:00:00",0,"4.3100000000000001E+001",1001,22041,3897,0,19423,27562,"3.9700000000000003E+001",0
2109,"	2022-02-05 00:00:00",2308,"8.85E+001",1001,13416,2308,0,22027,17833,"1.1E+001",13416
1507,"	2021-06-26 00:00:00",2060,"9.35E+001",1001,11034,2060,0,21393,14601,"1.0E+001",11034
4537,"	2024-02-25 00:00:00",8761,"6.6299999999999997E+001",1001,30938,6232,0,24059,48357,"2.1600000000000001E+001",35059
938,"	2021-06-25 00:00:00",1077,"8.2700000000000003E+001",1001,6958,1095,0,21392,8872,"7.2999999999999998E+000",6857
708,"	2021-06-24 00:00:00",719,"8.3700000000000003E+001",1001,4522,719,0,21391,5948,"6.4000000000000004E+000",4521
2923,"	2024-02-22 00:00:00",6250,"6.4900000000000006E+001",1001,19372,4623,0,24056,31063,"1.8100000000000001E+001",21890
3392,"	2024-02-21 00:00:00",7098,"7.2900000000000006E+001",1001,23135,5157,0,24055,36567,"1.6300000000000001E+001",26077
1103,"	2021-06-23 00:00:00",1288,"8.8200000000000003E+001",1001,8345,1288,0,21390,10736,"8.4000000000000004E+000",8345
1329,"	2021-06-22 00:00:00",1646,"8.9700000000000003E+001",1001,9906,1642,0,21389,12900,"9.6999999999999993E+000",9925
3767,"	2024-02-17 00:00:00",2016,"6.9400000000000006E+001",1001,25246,5300,0,24051,39679,"1.8399999999999999E+001",3350
2064,"	2021-06-21 00:00:00",2676,"9.6599999999999994E+001",1001,14185,2676,0,21388,18926,"1.09E+001",14186
3140,"	2021-06-20 00:00:00",5053,"9.7799999999999997E+001",1001,21013,5051,0,21387,29223,"1.54E+001",21030
2383,"	2024-02-14 00:00:00",1502,"5.6200000000000003E+001",1001,16581,3886,0,24048,26557,"1.85E+001",2205
2017,"	2024-02-13 00:00:00",1178,"5.1399999999999999E+001",1001,13829,3388,0,24047,22240,"2.1E+001",1828
3348,"	2021-06-19 00:00:00",5923,"9.5799999999999997E+001",1001,21444,5923,0,21386,30715,"1.7600000000000001E+001",21444
2831,"	2021-06-18 00:00:00",5625,"9.9400000000000006E+001",1001,20006,5613,0,21385,28472,"1.55E+001",20016
4212,"	2024-02-09 00:00:00",2401,"6.55E+001",1001,28611,5929,0,24043,44932,"2.3600000000000001E+001",3779
2516,"	2021-06-17 00:00:00",4156,"1.005E+002",1001,17784,4304,0,21384,23774,"1.3E+001",17102
3854,"	2024-02-07 00:00:00",2295,"6.35E+001",1001,28072,5735,0,24041,43426,"2.3199999999999999E+001",3470
2117,"	2021-06-16 00:00:00",3689,"1.037E+002",1001,16644,3689,0,21383,22452,"1.1199999999999999E+001",16646
3949,"	2024-02-06 00:00:00",2157,"6.6900000000000006E+001",1001,26199,5928,0,24040,41648,"2.1600000000000001E+001",3415
2672,"	2024-02-05 00:00:00",1496,"6.5099999999999994E+001",1001,18581,4342,0,24039,29462,"1.7899999999999999E+001",2371
1515,"	2021-06-15 00:00:00",2189,"9.9799999999999997E+001",1001,12377,2189,0,21382,16081,"9.1999999999999993E+000",12377
1670,"	2021-06-14 00:00:00",2372,"9.5400000000000006E+001",1001,12652,2372,0,21381,16694,"1.14E+001",12652
1690,"	2024-02-01 00:00:00",3666,"5.6200000000000003E+001",1001,18911,4094,0,24035,18241,"1.8899999999999999E+001",12885
1362,"	2021-06-13 00:00:00",2142,"8.6299999999999997E+001",1001,10549,2136,0,21378,14076,"1.3300000000000001E+001",10572
1468,"	2021-06-12 00:00:00",1925,"8.6900000000000006E+001",1001,9776,1925,0,21377,13169,"1.1300000000000001E+001",9776
2918,"	2024-01-29 00:00:00",6402,"5.3E+001",1001,23499,4755,0,24032,35527,"2.3800000000000001E+001",26207
3258,"	2024-01-28 00:00:00",6911,"6.1700000000000003E+001",1001,25111,5088,0,24031,38253,"2.1100000000000001E+001",28084
1483,"	2021-06-11 00:00:00",1514,"9.3099999999999994E+001",1001,11664,1514,0,21376,14666,"8.1999999999999993E+000",11669
1285,"	2021-06-10 00:00:00",1412,"8.7700000000000003E+001",1001,9249,1412,0,21375,11946,"7.9000000000000004E+000",9249
1022,"	2021-06-09 00:00:00",1081,"8.5200000000000003E+001",1001,6626,1081,0,21374,8729,"8.0E+000",6626
1189,"	2017-04-03 00:00:00",773,"3.6299999999999997E+001",1001,6744,1863,0,1781,11564,"1.0300000000000001E+001",995
1011,"	2021-06-08 00:00:00",1130,"9.0099999999999994E+001",1001,7768,1130,0,21373,9909,"7.4000000000000004E+000",7768
2281,"	2024-01-21 00:00:00",4754,"7.0099999999999994E+001",1001,21418,4996,0,24024,23756,"1.7199999999999999E+001",16721
2558,"	2024-01-20 00:00:00",5709,"6.7E+001",1001,16431,4207,0,24023,26822,"1.54E+001",18555
1461,"	2021-06-07 00:00:00",1479,"8.8799999999999997E+001",1001,10416,1479,0,21372,13356,"8.4000000000000004E+000",10416
1484,"	2021-06-06 00:00:00",1832,"8.9599999999999994E+001",1001,10424,1832,0,21371,13740,"1.0199999999999999E+001",10424
3718,"	2024-01-16 00:00:00",7659,"5.8299999999999997E+001",1001,26374,5555,0,24019,40992,"2.4E+001",29615
1641,"	2021-06-05 00:00:00",2019,"8.4799999999999997E+001",1001,11260,2022,0,21370,14914,"1.11E+001",11254
2569,"	2021-06-04 00:00:00",3616,"8.6099999999999994E+001",1001,15998,3616,0,21369,22183,"1.55E+001",15998
2290,"	2024-01-13 00:00:00",4864,"6.5299999999999997E+001",1001,16172,3648,0,24016,25284,"1.6399999999999999E+001",18130
2488,"	2024-01-12 00:00:00",5136,"6.0100000000000001E+001",1001,17214,3695,0,24015,27078,"1.7300000000000001E+001",19454
1918,"	2022-06-04 00:00:00",2576,"1.012E+002",1001,14459,2657,0,22161,18428,"9.6999999999999993E+000",13934
1360,"	2021-09-08 00:00:00",2460,"7.7799999999999997E+001",1001,9101,2460,0,21536,12921,"1.6100000000000001E+001",9101
494,"	2017-09-12 00:00:00",328,"3.1E+001",1001,1780,807,0,4521,3841,"3.5E+000",432
756,"	2017-09-11 00:00:00",390,"3.9600000000000001E+001",1001,3703,995,0,4501,6470,"4.7999999999999998E+000",626
1764,"	2021-09-07 00:00:00",2764,"8.15E+001",1001,11438,2764,0,21535,15966,"1.55E+001",11438
1130,"	2021-09-06 00:00:00",1794,"7.9200000000000003E+001",1001,7706,1794,0,21534,10630,"1.15E+001",7706
417,"	2017-09-07 00:00:00",253,"2.3899999999999999E+001",1001,1581,735,0,4421,3289,"3.7000000000000002E+000",303
890,"	2021-09-05 00:00:00",1429,"7.8900000000000006E+001",1001,6501,1451,0,21533,8709,"1.31E+001",6390
2856,"	2021-09-04 00:00:00",5113,"7.8400000000000006E+001",1001,18566,5113,0,21532,26535,"2.2699999999999999E+001",18566
460,"	2017-08-30 00:00:00",294,"2.0E+001",1001,2891,963,0,4341,5035,"9.5999999999999996E+000",427
1958,"	2021-09-03 00:00:00",3425,"8.0E+001",1001,13164,3425,0,21531,18547,"1.65E+001",13164
226,"	2017-08-28 00:00:00",176,"1.09E+001",1001,1857,534,0,4301,3006,"1.06E+001",213
1512,"	2021-09-02 00:00:00",2213,"7.8900000000000006E+001",1001,9701,2213,0,21530,13426,"1.55E+001",9701
474,"	2017-09-16 00:00:00",329,"3.2899999999999999E+001",1001,1700,846,0,4601,3773,"3.2000000000000002E+000",424
2251,"	2021-09-10 00:00:00",3676,"8.25E+001",1001,14106,3676,0,21538,20033,"1.7100000000000001E+001",14106
978,"	2022-06-20 00:00:00",1012,"1.0490000000000001E+002",1001,9203,1012,0,22177,11201,"5.2000000000000002E+000",9211
890,"	2022-06-19 00:00:00",881,"1.042E+002",1001,8613,881,0,22176,10384,"5.0E+000",8613
1107,"	2020-11-06 00:00:00",0,"8.9E+001",1001,7865,1675,0,20083,10647,"1.0300000000000001E+001",0
955,"	2022-06-18 00:00:00",988,"1.038E+002",1001,9203,988,0,22175,11146,"5.0999999999999996E+000",9203
1283,"	2022-06-17 00:00:00",1531,"1.048E+002",1001,12026,1756,0,22174,13295,"6.9000000000000004E+000",10481
1363,"	2020-11-05 00:00:00",0,"7.95E+001",1001,8569,1933,0,20082,11865,"9.3000000000000007E+000",0
1236,"	2022-06-16 00:00:00",1494,"9.0799999999999997E+001",1001,9452,1494,0,22173,12186,"6.4000000000000004E+000",9456
550,"	2022-06-15 00:00:00",577,"8.4400000000000006E+001",1001,5110,577,0,22172,6237,"4.5999999999999996E+000",5110
979,"	2020-11-04 00:00:00",0,"8.4099999999999994E+001",1001,6056,1316,0,20081,8351,"9.5E+000",0
1212,"	2022-06-14 00:00:00",1486,"9.2900000000000006E+001",1001,8690,1486,0,22171,11388,"6.7999999999999998E+000",8690
1505,"	2022-06-13 00:00:00",1875,"1.038E+002",1001,12860,1875,0,22170,16240,"7.4000000000000004E+000",12860
2312,"	2020-11-03 00:00:00",0,"8.6900000000000006E+001",1001,14885,2995,0,20061,20192,"1.4E+001",0
1284,"	2022-06-12 00:00:00",1506,"9.4700000000000003E+001",1001,10035,1506,0,22169,12825,"6.9000000000000004E+000",10035
662,"	2022-06-11 00:00:00",691,"8.6299999999999997E+001",1001,4885,691,0,22168,6238,"6.5E+000",4885
2334,"	2020-11-02 00:00:00",0,"8.5099999999999994E+001",1001,13497,2953,0,20041,18784,"1.2E+001",0
1331,"	2022-06-10 00:00:00",1494,"8.8200000000000003E+001",1001,9841,1494,0,22167,12666,"8.9000000000000004E+000",9841
1227,"	2022-06-09 00:00:00",1389,"7.4200000000000003E+001",1001,8810,1389,0,22166,11426,"6.2999999999999998E+000",8810
935,"	2020-11-01 00:00:00",0,"8.2799999999999997E+001",1001,6411,1506,0,20021,8852,"9.5999999999999996E+000",0
168,"	2022-06-08 00:00:00",174,"6.7200000000000003E+001",1001,1321,174,0,22165,1663,"2.7999999999999998E+000",1321
625,"	2022-06-07 00:00:00",661,"8.75E+001",1001,5194,661,0,22164,6480,"5.0E+000",5194
151,"	2017-09-23 00:00:00",95,"9.3000000000000007E+000",1001,1085,398,0,4982,1839,"7.9000000000000004E+000",110
387,"	2017-09-24 00:00:00",258,"2.0600000000000001E+001",1001,1907,743,0,4983,3589,"7.2999999999999998E+000",294
310,"	2017-09-25 00:00:00",198,"1.6100000000000001E+001",1001,1696,639,0,4984,3119,"5.4000000000000004E+000",276
2408,"	2022-06-06 00:00:00",3042,"9.6700000000000003E+001",1001,16064,3042,0,22163,21514,"1.14E+001",16064
1753,"	2022-06-05 00:00:00",2351,"1.03E+002",1001,13187,2351,0,22162,17291,"8.6999999999999993E+000",13187
1022,"	2020-10-31 00:00:00",0,"8.6799999999999997E+001",1001,6786,1273,0,20001,9081,"9.9000000000000004E+000",0
959,"	2017-09-29 00:00:00",567,"3.3899999999999999E+001",1001,4646,1509,0,4988,8536,"1.0699999999999999E+001",855
258,"	2021-04-19 00:00:00",229,"1.022E+002",1001,8415,1106,0,21323,2831,"5.9000000000000004E+000",2344
388,"	2021-04-20 00:00:00",384,"1.0190000000000001E+002",1001,4126,384,0,21324,4898,"3.2999999999999998E+000",4126
0,"	2023-09-23 00:00:00",0,0,1001,0,0,0,23922,0,0,0
0,"	2023-09-22 00:00:00",0,0,1001,0,0,0,23921,0,0,0
682,"	2021-05-10 00:00:00",646,"1.0190000000000001E+002",1001,7736,887,0,21344,7162,"5.5999999999999996E+000",5834
831,"	2021-05-09 00:00:00",863,"1.0259999999999999E+002",1001,7667,863,0,21343,9361,"4.7999999999999998E+000",7667
0,"	2023-09-18 00:00:00",0,0,1001,0,0,0,23917,0,0,0
807,"	2021-05-08 00:00:00",741,"1.02E+002",1001,7707,741,0,21342,9255,"5.0E+000",7707
1117,"	2021-05-07 00:00:00",1042,"9.5700000000000003E+001",1001,9589,1041,0,21341,11750,"6.2999999999999998E+000",9591
0,"	2023-09-15 00:00:00",0,0,1001,0,0,0,23914,0,0,0
0,"	2023-09-14 00:00:00",0,0,1001,0,0,0,23913,0,0,0
1041,"	2021-05-06 00:00:00",862,"9.7900000000000006E+001",1001,9494,862,0,21340,11397,"5.7999999999999998E+000",9494
469,"	2021-05-05 00:00:00",414,"9.1700000000000003E+001",1001,4138,412,0,21339,5033,"4.0E+000",4150
0,"	2023-09-10 00:00:00",0,0,1001,0,0,0,23909,0,0,0
613,"	2021-05-04 00:00:00",667,"9.5700000000000003E+001",1001,5610,667,0,21338,6890,"5.0E+000",5610
489,"	2021-05-03 00:00:00",523,"9.6900000000000006E+001",1001,4705,521,0,21337,5720,"5.0E+000",4708
0,"	2023-09-01 00:00:00",0,0,1001,0,0,0,23894,0,0,0
0,"	2023-08-31 00:00:00",0,0,1001,0,0,0,23893,0,0,0
594,"	2021-05-02 00:00:00",498,"8.9200000000000003E+001",1001,5156,498,0,21336,6252,"5.2000000000000002E+000",5160
506,"	2021-05-01 00:00:00",496,"9.6099999999999994E+001",1001,4952,496,0,21335,5954,"4.4000000000000004E+000",4952
0,"	2023-08-27 00:00:00",0,0,1001,0,0,0,23889,0,0,0
